line_path,page_id,source_id,line_id,text,width,height,n_chars
sivaramasukla1900__06__r1l89.png,sivaramasukla1900__06,sivaramasukla1900,r1l89,"परा, बिनौला भूसी इनपर न बैठे २४ ।।",776,73,34
sivaramasukla1900__07__line_1517329684259_46.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329684259_46,७,62,94,1
sivaramasukla1900__07__r1l1.png,sivaramasukla1900__07,sivaramasukla1900,r1l1,शिवरत्नसंग्रह ।,290,72,15
sivaramasukla1900__07__r1l2.png,sivaramasukla1900__07,sivaramasukla1900,r1l2,तेजकी इच्छा रखनेवाला इन बातोंको न करे ।।,917,59,40
sivaramasukla1900__07__r1l5.png,sivaramasukla1900__07,sivaramasukla1900,r1l5,नाञ्जयन्तीस्वकेनेत्रे नचाभ्यक्तामनावृताम् ।,1089,79,43
sivaramasukla1900__07__r1l8.png,sivaramasukla1900__07,sivaramasukla1900,r1l8,नपश्येत्प्रस्रवतींच तेजस्कामोद्विजोत्तम: २५ ।।,1124,63,46
sivaramasukla1900__07__r1l9.png,sivaramasukla1900__07,sivaramasukla1900,r1l9,अर्थ ।। तेजकी इच्छा रखनेवाला मनुष्य अपनी आंखिमें आं-,1136,61,52
sivaramasukla1900__07__r1l13.png,sivaramasukla1900__07,sivaramasukla1900,r1l13,जती हुई और तेल लगाती हुई तथा स्तन ढकने के वस्त्र रहित,1213,58,53
sivaramasukla1900__07__line_1517329691860_47.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329691860_47,और बालक को जनती हुई स्त्रीको न देखै २५ ।।,947,71,41
sivaramasukla1900__07__r1l17.png,sivaramasukla1900__07,sivaramasukla1900,r1l17,गमन न करे ।।,302,74,12
sivaramasukla1900__07__r1l20.png,sivaramasukla1900__07,sivaramasukla1900,r1l20,नातिकल्यंनातिसायं नातिमध्यन्दिनेस्थिते ।,1063,63,40
sivaramasukla1900__07__line_1517329698248_48.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329698248_48,नाज्ञातेनसमंगच्छेत् नैकोनवृषलैःसह २६ ।।,1060,81,39
sivaramasukla1900__07__line_1517329600717_44.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329600717_44,अर्थ ।। न बहुत सबेरे न बहुत सन्ध्या को न ठीक दोपहर,1137,77,50
sivaramasukla1900__07__r1l35.png,sivaramasukla1900__07,sivaramasukla1900,r1l35,में और विना पहिंचान मनुष्य के साथ न अकेले और न वृष-,1202,58,51
sivaramasukla1900__07__r1l36.png,sivaramasukla1900__07,sivaramasukla1900,r1l36,लों के साथ गमन करै २६ ।।,553,67,24
sivaramasukla1900__07__r1l37.png,sivaramasukla1900__07,sivaramasukla1900,r1l37,सच्चा दुःखदायो न बोलै ।।,498,66,24
sivaramasukla1900__07__r1l38.png,sivaramasukla1900__07,sivaramasukla1900,r1l38,सत्यंब्रूयात्प्रियंब्रूयान्न ब्रूयात्सत्यमप्रियम् ।,1010,69,51
sivaramasukla1900__07__line_1517329621913_45.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329621913_45,प्रियञ्चनानृतंब्रूयादेषधर्म्मःसनातन: २७ ।।,1074,82,42
sivaramasukla1900__07__r1l45.png,sivaramasukla1900__07,sivaramasukla1900,r1l45,अर्थ ।। देखा और सुनाहुआ सत्य कहै जैसे तुम्हारे पुत्र हुआ,1138,70,56
sivaramasukla1900__07__line_1517329556579_43.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329556579_43,"है ऐसी प्यारी बात कहै, और देखा सुना भी अप्रिय वचन न",1176,67,51
sivaramasukla1900__07__r1l50.png,sivaramasukla1900__07,sivaramasukla1900,r1l50,कहै जैसे तुम्हारा पुत्र मरगया है ऐसा अप्रिय वचन न कहै और,1204,63,56
sivaramasukla1900__07__r1l54.png,sivaramasukla1900__07,sivaramasukla1900,r1l54,प्यारी भी बात झूंठ न कहै यह वेदमूलका सनातन धर्म है २७ ।।,1201,67,56
sivaramasukla1900__07__line_1517329703874_49.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329703874_49,आयुको घटना ।।,329,82,13
sivaramasukla1900__07__line_1517329711860_50.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329711860_50,नहीदृशमनायुष्यं लोकेकिञ्चनविद्यते ।,962,86,35
sivaramasukla1900__07__r1l59.png,sivaramasukla1900__07,sivaramasukla1900,r1l59,यादृशंपुरुषस्येह परदारोपसेवनम २८ ।।,975,65,35
sivaramasukla1900__07__r1l60.png,sivaramasukla1900__07,sivaramasukla1900,r1l60,इस लोकमें पुरुष की आयु घटाने वाला ऐसा कुछ नहीं,1158,72,46
sivaramasukla1900__07__line_1517329514445_42.png,sivaramasukla1900__07,sivaramasukla1900,line_1517329514445_42,जैसा पराई स्त्री का सेवन है २८ ।।,666,66,33
sivaramasukla1900__08__line_1517329806246_53.png,sivaramasukla1900__08,sivaramasukla1900,line_1517329806246_53,८,46,94,1
sivaramasukla1900__08__r2l1.png,sivaramasukla1900__08,sivaramasukla1900,r2l1,शिवरत्नसंग्रह ।,293,83,15
sivaramasukla1900__08__r2l2.png,sivaramasukla1900__08,sivaramasukla1900,r2l2,अधर्म्म निष्फल नहीं जाता ।।,601,83,27
sivaramasukla1900__08__r2l3.png,sivaramasukla1900__08,sivaramasukla1900,r2l3,यदिनात्मनिपुत्रेषु नचेत्पुत्रेषुनप्तृषु ।,855,95,41
sivaramasukla1900__08__r2l5.png,sivaramasukla1900__08,sivaramasukla1900,r2l5,नत्वेवतुकृतोऽधर्म्म: कर्तुर्भुवतिनिष्फल: २९ ।।,1115,63,46
sivaramasukla1900__08__r2l6.png,sivaramasukla1900__08,sivaramasukla1900,r2l6,अर्थ ।। जो अधर्म्मकरनेवाले की देह धनके नाशआदि फलों,1135,87,50
sivaramasukla1900__08__r2l7.png,sivaramasukla1900__08,sivaramasukla1900,r2l7,को नहीं करताहै तौ उसके पुत्रों में नहीं तो पौत्रों में करताहै,1198,69,61
sivaramasukla1900__08__r2l8.png,sivaramasukla1900__08,sivaramasukla1900,r2l8,निष्फल नहीं जाता है २९ ।।,569,69,25
sivaramasukla1900__08__r2l9.png,sivaramasukla1900__08,sivaramasukla1900,r2l9,बैरी आदिकों को सेवन न करे ।।,627,90,28
sivaramasukla1900__08__r2l10.png,sivaramasukla1900__08,sivaramasukla1900,r2l10,वैरिणंनोपसेवेत साहय्यञ्चैववैरिण: ।,883,88,34
sivaramasukla1900__08__r2l12.png,sivaramasukla1900__08,sivaramasukla1900,r2l12,अधर्मिकंतस्करंच परस्यैवचयोषितम् ३० ।।,1070,81,37
sivaramasukla1900__08__r2l13.png,sivaramasukla1900__08,sivaramasukla1900,r2l13,"अर्थ ।। बैरी का और उसके मित्रका और अधर्म्मी का, चौर",1127,80,51
sivaramasukla1900__08__line_1517329778741_52.png,sivaramasukla1900__08,sivaramasukla1900,line_1517329778741_52,"का, पराई स्त्रीका कभी सेवन न करे ३० ।।",824,77,38
sivaramasukla1900__08__r2l16.png,sivaramasukla1900__08,sivaramasukla1900,r2l16,लक्ष्मी को यत्न करना ।।,468,84,23
sivaramasukla1900__08__line_1517329811488_54.png,sivaramasukla1900__08,sivaramasukla1900,line_1517329811488_54,नात्मानमवमन्येत पूर्वाभिरसमृद्धिभिः ।,989,94,37
sivaramasukla1900__08__r2l23.png,sivaramasukla1900__08,sivaramasukla1900,r2l23,आमृत्योःश्रियमन्विच्छेन्नैनमन्येतदुर्लभम् ३१ ।।,1206,81,47
sivaramasukla1900__08__r2l24.png,sivaramasukla1900__08,sivaramasukla1900,r2l24,अर्थ ।। उद्यम करनेपर जो धन न मिलै तो मैं मन्दभागी,1107,79,49
sivaramasukla1900__08__r2l26.png,sivaramasukla1900__08,sivaramasukla1900,r2l26,हूं ऐसा कहकर अपनी निन्दा न करै किन्तु मरने तक लक्ष्मीकी,1184,69,55
sivaramasukla1900__08__r2l27.png,sivaramasukla1900__08,sivaramasukla1900,r2l27,सिद्धिके लिये यत्न करै उसको दुर्लभ न जानै ३१ ।।,957,72,47
sivaramasukla1900__08__r2l28.png,sivaramasukla1900__08,sivaramasukla1900,r2l28,ब्राह्मणके ताड़नेका फल ।।,507,75,25
sivaramasukla1900__08__r2l30.png,sivaramasukla1900__08,sivaramasukla1900,r2l30,अवगूर्यत्वब्दशतं सहस्रमभिहत्यच ।,881,84,32
sivaramasukla1900__08__r2l31.png,sivaramasukla1900__08,sivaramasukla1900,r2l31,जिघांसयाब्राह्मणस्य नरकंप्रतिपद्यते ३२ ।।,1045,85,41
sivaramasukla1900__08__r2l32.png,sivaramasukla1900__08,sivaramasukla1900,r2l32,अर्थ ।। ब्राह्मणके मारने की इच्छासे डण्डेको उठायकै सौवर्ष,1133,75,57
sivaramasukla1900__08__r2l33.png,sivaramasukla1900__08,sivaramasukla1900,r2l33,तक नरकमें रहताहै और दण्ड आदिसे ताड़ना करके हजार वर्ष,1192,71,52
sivaramasukla1900__08__line_1517329751716_51.png,sivaramasukla1900__08,sivaramasukla1900,line_1517329751716_51,तक नरकमें रहताहै ३२ ।।,504,65,22
sivaramasukla1900__09__line_1517329988349_61.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329988349_61,९,43,94,1
sivaramasukla1900__09__r1l1.png,sivaramasukla1900__09,sivaramasukla1900,r1l1,शिवरत्नसंग्रह ।,294,78,15
sivaramasukla1900__09__r1l3.png,sivaramasukla1900__09,sivaramasukla1900,r1l3,कन्या मूर्खको न देना ।।,468,72,23
sivaramasukla1900__09__r1l6.png,sivaramasukla1900__09,sivaramasukla1900,r1l6,काममामरणात्तिष्ठेद्गृहेकन्यर्तुमत्यपि ।,979,83,39
sivaramasukla1900__09__line_1517329996324_62.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329996324_62,नचैवैनांप्रयच्छेत्तु गुणहीनाय कर्हिचित् ३३ ।।,1114,95,45
sivaramasukla1900__09__line_1517330043713_63.png,sivaramasukla1900__09,sivaramasukla1900,line_1517330043713_63,अर्थ ।। उत्पन्नहै ऋतुधर्म जिसके ऐसी कन्या मरण पर्य्यन्त,1124,81,55
sivaramasukla1900__09__line_1517329956849_60.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329956849_60,पिताके धरमें रहै सो अच्छा परन्तु विद्या और गणों करके र-,1193,71,55
sivaramasukla1900__09__r1l22.png,sivaramasukla1900__09,sivaramasukla1900,r1l22,हितको पिता आदि न देवैं ३३ ।।,647,60,28
sivaramasukla1900__09__r1l24.png,sivaramasukla1900__09,sivaramasukla1900,r1l24,इति मनुस्मृति श्लोक ।।,469,65,22
sivaramasukla1900__09__r1l25.png,sivaramasukla1900__09,sivaramasukla1900,r1l25,अथ नैतिक श्लोक ।।,371,72,17
sivaramasukla1900__09__r1l26.png,sivaramasukla1900__09,sivaramasukla1900,r1l26,आज्ञाभंगोनरेन्द्राणां विप्राणांमानखण्डनम् ।,1060,85,43
sivaramasukla1900__09__r1l29.png,sivaramasukla1900__09,sivaramasukla1900,r1l29,पृथक्शय्याचनारीणामशस्त्रवधउच्यते १ ।।,1056,82,37
sivaramasukla1900__09__r1l30.png,sivaramasukla1900__09,sivaramasukla1900,r1l30,दो० । आज्ञाभंग नरेन्द्र की विप्रनको अपमान ।,922,71,43
sivaramasukla1900__09__r1l31.png,sivaramasukla1900__09,sivaramasukla1900,r1l31,भिन्न सेज नारीनकी विना शस्त्रवध जान १ ।।,874,74,40
sivaramasukla1900__09__line_1517329932675_59.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329932675_59,स्त्रीपुत्रेतथामित्रे शिष्यार्तेदूतिकारिपौ ।,950,90,44
sivaramasukla1900__09__line_1517329925403_58.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329925403_58,हरौबन्धुविशेषेच नवगोप्यंप्रकाशयेत् २ ।।,1067,79,39
sivaramasukla1900__09__r1l38.png,sivaramasukla1900__09,sivaramasukla1900,r1l38,"अर्त्थ ।। इनको यह बातैं बतानी चाहियें, स्त्री को आयु, पुत्र",1132,74,59
sivaramasukla1900__09__r1l40.png,sivaramasukla1900__09,sivaramasukla1900,r1l40,"को धन, मित्रको ग्रहछिद्र, शिष्य को मन्त्र, रोगी को औषधि,",1199,73,56
sivaramasukla1900__09__r1l41.png,sivaramasukla1900__09,sivaramasukla1900,r1l41,"दूतीसे मैथुन, शत्रुके सामने विभव, महादेव तथा विष्णुके म-",1196,65,56
sivaramasukla1900__09__r1l42.png,sivaramasukla1900__09,sivaramasukla1900,r1l42,न्दिरमें दान प्रकाशित करना और अपने भाई से अपमान की,1187,73,50
sivaramasukla1900__09__r1l43.png,sivaramasukla1900__09,sivaramasukla1900,r1l43,बातैं प्रकाशत करना २ ।।,508,68,23
sivaramasukla1900__09__r1l45.png,sivaramasukla1900__09,sivaramasukla1900,r1l45,एकाकीचिन्तयेन्नित्यं विविक्तेहितमात्मन: ।,1029,81,41
sivaramasukla1900__09__line_1517329907137_57.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329907137_57,एकाकीचिन्तमानोहि परंश्रेयोधिगच्छति ३ ।।,1160,96,39
sivaramasukla1900__09__line_1517329897654_56.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329897654_56,अर्थ ।। प्रति दिन अकेला निर्जन में अपने हितकी बात चि-,1114,72,53
sivaramasukla1900__09__line_1517329888835_55.png,sivaramasukla1900__09,sivaramasukla1900,line_1517329888835_55,न्तवन करे अकेले चिन्ता करने से परमलाभ मङ्गलहै ३ ।।,1129,76,50
sivaramasukla1900__09__r1l57.png,sivaramasukla1900__09,sivaramasukla1900,r1l57,अतिवादांस्तितिक्षेत नावमन्येतकञ्चन ।,1022,82,36
sivaramasukla1900__10__r3l1.png,sivaramasukla1900__10,sivaramasukla1900,r3l1,१०,82,72,2
sivaramasukla1900__10__r3l2.png,sivaramasukla1900__10,sivaramasukla1900,r3l2,शिवरत्नसंग्रह ।,285,78,15
sivaramasukla1900__10__r3l4.png,sivaramasukla1900__10,sivaramasukla1900,r3l4,नचेमन्देहमाश्रित्य वैरंकुर्वीतकेनचित् ४ ।।,1043,74,42
sivaramasukla1900__10__r3l5.png,sivaramasukla1900__10,sivaramasukla1900,r3l5,अर्थ ।। कोई कठोर वाणी कहे उसे सहना चाहिये किसीका,1133,74,48
sivaramasukla1900__10__r3l6.png,sivaramasukla1900__10,sivaramasukla1900,r3l6,अपमान न करना चाहिये यह मानव देह धारण करके किसीके,1209,63,48
sivaramasukla1900__10__line_1517330639857_77.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330639857_77,साथ वैर न करना चाहिये ४ ।।,611,72,26
sivaramasukla1900__10__r3l9.png,sivaramasukla1900__10,sivaramasukla1900,r3l9,अतिथिविबुधमैत्रीराजसेवाग्निहोत्रं कृषिपशु,1079,74,41
sivaramasukla1900__10__r3l10.png,sivaramasukla1900__10,sivaramasukla1900,r3l10,धनविद्याबालभार्य्यादिदास: ।। गृहमृणरिपुरोगी,1209,82,43
sivaramasukla1900__10__line_1517330631552_76.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330631552_76,लोकवार्तेन्द्रियाणां प्रतिदिनमिहचिन्त्यं नैववि,1215,91,46
sivaramasukla1900__10__r3l15.png,sivaramasukla1900__10,sivaramasukla1900,r3l15,स्मारणीयम् ५ ।।,428,87,15
sivaramasukla1900__10__r3l16.png,sivaramasukla1900__10,sivaramasukla1900,r3l16,अर्थ ।। मनुष्यको इतनी बातोंको हमेशा ख्याल रखना चाहिये,1168,80,53
sivaramasukla1900__10__r3l17.png,sivaramasukla1900__10,sivaramasukla1900,r3l17,अतिथि कभी जो न आयाहो उसका सत्कार करनाचाहिये यथा,1209,63,47
sivaramasukla1900__10__r3l18.png,sivaramasukla1900__10,sivaramasukla1900,r3l18,"शक्ति पण्डित लोगोंसे मित्रता रखनी चाहिये, तथा राजा की",1205,73,53
sivaramasukla1900__10__line_1517330622030_75.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330622030_75,कचहरी के सब हुक्मों पर ख्याल रखना और अग्निहोत्र रोज,1211,72,51
sivaramasukla1900__10__line_1517330616404_74.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330616404_74,"करना चाहिये, खेती तथा रोजगार तथा पशु या धन विद्या",1195,71,49
sivaramasukla1900__10__r3l23.png,sivaramasukla1900__10,sivaramasukla1900,r3l23,"इनको रोज रोज देखै घटते हैं या बढ़ते हैं, लड़कों को अपने",1195,72,55
sivaramasukla1900__10__r3l24.png,sivaramasukla1900__10,sivaramasukla1900,r3l24,"सामने रखना चाहिये, और स्त्री को और दासको अपने आज्ञा-",1196,69,52
sivaramasukla1900__10__line_1517330606483_73.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330606483_73,"नुकूल रखना, घरको देखना बना बिगड़ा, और अपना करजा",1199,73,47
sivaramasukla1900__10__line_1517330588553_72.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330588553_72,"देखना घटताहै या बढ़ता, अपने शत्रुवों व रोगको देखना घटते",1185,74,55
sivaramasukla1900__10__line_1517330574199_71.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330574199_71,हैं या बढ़ते हैं तिसका उपाय करना संसारकी बातैं समझना,907,69,52
sivaramasukla1900__10__line_1517330545718_69.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330545718_69,हमारी निन्दा होती है या स्तुति और अपनी इन्द्रियोंको अपने,1188,70,56
sivaramasukla1900__10__line_1517330525547_68.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330525547_68,"वंश में रखना, ये बिचार हितके हैं भूलना नहीं, भूलने से",799,78,53
sivaramasukla1900__10__line_1517330520051_67.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330520051_67,नुकसान होता है ५ ।।,413,88,19
sivaramasukla1900__10__line_1517330516015_66.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330516015_66,"वैद्यंपानरतंनटंकुपठितं, स्वाध्यायहीनंद्विजंयुद्धे",1114,98,49
sivaramasukla1900__10__line_1517330509391_65.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330509391_65,"कापुरुषंहयंगतरयं, मूर्खंपरिव्राजकम् । राजानंचकु",1202,84,47
sivaramasukla1900__10__line_1517330501467_64.png,sivaramasukla1900__10,sivaramasukla1900,line_1517330501467_64,मन्त्रिभिःपरिवृतंदेशञ्चसोपद्रवं भार्य्यां यौवनग,1195,89,47
sivaramasukla1900__11__r1l1.png,sivaramasukla1900__11,sivaramasukla1900,r1l1,शिवरत्नसंग्रह ।,282,86,15
sivaramasukla1900__11__r1l2.png,sivaramasukla1900__11,sivaramasukla1900,r1l2,११,66,86,2
sivaramasukla1900__11__r1l3.png,sivaramasukla1900__11,sivaramasukla1900,r1l3,"अर्थ ।। पानरत अर्थात् नशेबाज बैद्यको त्यागदेना, नट तमाशा",1138,75,56
sivaramasukla1900__11__line_1517330816942_86.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330816942_86,"करनेवाला पढ़ा न होय तो उसको त्याग करना, बेद पढ़ा नहीं",1195,64,53
sivaramasukla1900__11__line_1517330804082_85.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330804082_85,"होय उस ब्राह्मणको त्यागदेना, नपुंसकसे युद्ध नहींकरना, जिस",1191,74,57
sivaramasukla1900__11__r1l11.png,sivaramasukla1900__11,sivaramasukla1900,r1l11,"घोड़े में कदम न होय उसको त्यागदेना, जो संन्यासी मूर्ख हो",1185,68,56
sivaramasukla1900__11__r1l12.png,sivaramasukla1900__11,sivaramasukla1900,r1l12,"उसको त्यागदेना, जिसराजाका कुमन्त्री मन्त्रीहो उसको त्याग",1201,73,56
sivaramasukla1900__11__line_1517330795504_84.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330795504_84,"देना, जिस देशमें उपद्रवहों उसे त्यागदेना, जो स्त्री यौवनके जोर",1197,65,62
sivaramasukla1900__11__r1l16.png,sivaramasukla1900__11,sivaramasukla1900,r1l16,"से परपुरुषमें रतहो उसकों त्यागदेना, इतने जीवोंका त्यागकरना",1181,75,58
sivaramasukla1900__11__r1l17.png,sivaramasukla1900__11,sivaramasukla1900,r1l17,बुद्धिमानोंको उचितहै इनको शीघ्रहीत्याग करनाचाहिये ५ ।।,1168,75,54
sivaramasukla1900__11__r1l18.png,sivaramasukla1900__11,sivaramasukla1900,r1l18,मूर्खोद्विजातिःस्थविरोगृहस्थःकामीदरिद्रीधन,1109,90,42
sivaramasukla1900__11__line_1517330779596_83.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330779596_83,वांस्तपस्वी ।। वेश्याकुरूपानृपतिः कदर्योलोकेषडे,1188,94,47
sivaramasukla1900__11__r1l22.png,sivaramasukla1900__11,sivaramasukla1900,r1l22,तानिविडम्बितानि ६ ।।,569,78,20
sivaramasukla1900__11__line_1517330769185_82.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330769185_82,"अर्थ ।। मूर्ख ब्रह्मणहो, ग्रहस्थ बूढ़ा, कामी दरिद्री, तपस्वी",1126,83,60
sivaramasukla1900__11__r1l26.png,sivaramasukla1900__11,sivaramasukla1900,r1l26,"धनवान् हो वेश्या कुरूपाहो, राजा बहुत डरताहो इन छःप्रकार",1200,67,55
sivaramasukla1900__11__r1l27.png,sivaramasukla1900__11,sivaramasukla1900,r1l27,के मनुष्य की सदैव हँसी होती है ।,700,76,32
sivaramasukla1900__11__line_1517330757487_81.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330757487_81,सर्वंनेत्यनृतंब्रूयात्स्वदुष्कीर्तिःश्वसन्मृतः । स्त्री,1120,92,55
sivaramasukla1900__11__line_1517330738552_80.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330738552_80,षुनर्मविवाहेषुवृत्त्यर्थेप्राणसंकटे । गोब्राह्मणार्थहिं,1188,96,55
sivaramasukla1900__11__line_1517330727695_79.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330727695_79,सायांनानृतंस्याज्जुगुप्सितम् ७ ।।,807,87,33
sivaramasukla1900__11__line_1517330708680_78.png,sivaramasukla1900__11,sivaramasukla1900,line_1517330708680_78,अर्थ ।। इतनी जगह झूंठ बोलने में दोष नहीं है कि जहां,1121,77,51
sivaramasukla1900__11__r1l43.png,sivaramasukla1900__11,sivaramasukla1900,r1l43,"अपनी बदनामी होतीहो, और जहां कोई अपनेको मारे डालता",1205,69,49
sivaramasukla1900__11__r1l44.png,sivaramasukla1900__11,sivaramasukla1900,r1l44,"हो, स्त्रियोंमें और बिवाहमें और हँसी दिल्लगी में अपनी जीविका",1213,72,60
sivaramasukla1900__11__r1l45.png,sivaramasukla1900__11,sivaramasukla1900,r1l45,के निमित्त तथा प्राणसंकट पड़नेपर और गोब्राह्मण के लिये,1193,69,54
sivaramasukla1900__11__r1l46.png,sivaramasukla1900__11,sivaramasukla1900,r1l46,और जहां कोई जीवमारा जाताहो इन स्थानों में झूंठ बोलने,1199,72,52
sivaramasukla1900__11__r1l47.png,sivaramasukla1900__11,sivaramasukla1900,r1l47,से कुछ पाप नहीं होता है ७ ।।,658,74,28
sivaramasukla1900__11__r1l48.png,sivaramasukla1900__11,sivaramasukla1900,r1l48,अथ बसंत ऋतु वर्णन ।।,466,78,20
sivaramasukla1900__11__r1l50.png,sivaramasukla1900__11,sivaramasukla1900,r1l50,परिमलमृतोवाताःशाखानवांकुरकोटयः । म,966,89,34
sriramastavarajah1898__00a__r8l3.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l3,श्रीः ।,220,176,7
sriramastavarajah1898__00a__line_1517234000650_174.png,sriramastavarajah1898__00a,sriramastavarajah1898,line_1517234000650_174,श्रीरामस्तवराजः,1288,131,15
sriramastavarajah1898__00a__r8l7.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l7,प्रातर्निवेदनकारिका-दशावतारस्तो-,1303,166,32
sriramastavarajah1898__00a__r8l8.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l8,त्र-चतुःश्लोकीभागवत-शिवद्वा-,1177,165,28
sriramastavarajah1898__00a__r8l9.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l9,दशज्योतिर्लिंगानि-समेतः ।,1018,149,25
sriramastavarajah1898__00a__r8l10.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l10,शास्त्रिजनैः,565,173,12
sriramastavarajah1898__00a__r8l11.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l11,संशोधितः,415,170,8
sriramastavarajah1898__00a__r8l12.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l12,प्रथमावृत्तौ,328,161,12
sriramastavarajah1898__00a__r8l14.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l14,232,190,151,3
sriramastavarajah1898__00a__r8l15.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l15,Lucknow :,442,162,9
sriramastavarajah1898__00a__r8l18.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l18,PRINTED AT THE NEWUL KISHORE PRESS,1136,137,34
sriramastavarajah1898__00a__r8l19.png,sriramastavarajah1898__00a,sriramastavarajah1898,r8l19,नवम्वर सन् १८९८ ई० ।।,700,142,21
sriramastavarajah1898__01__r1l1.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l1,श्रीः ।,175,144,7
sriramastavarajah1898__01__r1l2.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l2,श्रीमते रामकृष्णाय नमः ।,936,155,24
sriramastavarajah1898__01__r1l3.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l3,अथ श्रीरामस्तवराजप्रारम्भः ।,1429,153,28
sriramastavarajah1898__01__r1l4.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l4,श्रीरङ्गेशाय नमः ।। ॐ अस्य श्रीरामच-,1542,155,36
sriramastavarajah1898__01__r1l5.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l5,न्द्रस्तवराजस्तोत्रमन्त्रस्य ।। सनत्कुमारऋ-,1370,132,43
sriramastavarajah1898__01__r1l6.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l6,षिः ।। अनुष्टुप्छन्दः ।। श्रीरामो देवता ।।,1477,136,42
sriramastavarajah1898__01__r1l7.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l7,सीताबीजम् ।। हनूमान् शक्ति: ।। श्रीराम-,1490,141,39
sriramastavarajah1898__01__r1l8.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l8,प्रीत्यर्थे जपे विनियोगः ।। १ ।। सूत उवाच।।,1533,130,43
sriramastavarajah1898__01__r1l9.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l9,सर्वशास्त्रार्थतत्वज्ञं व्यासं सत्यवतीसुतम् ।।,1420,135,46
sriramastavarajah1898__01__r1l10.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l10,धर्मपुत्रः प्रहृष्टात्मा प्रत्युवाच मुनीश्वर-,1542,129,45
sriramastavarajah1898__01__r1l11.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l11,म् ।। २ ।। युधिष्ठिर उवाच ।। भगवन् यो-,1535,138,38
sriramastavarajah1898__01__r1l12.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l12,गिनां श्रेष्ठ सर्वशास्त्रविशारद ।। किं तत्त्वं,1507,137,46
sriramastavarajah1898__01__r1l13.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l13,किं परं जाप्यं किं ध्यानं मुक्तिसाधनम् ।। ३ ।।,1498,139,46
sriramastavarajah1898__01__r1l14.png,sriramastavarajah1898__01,sriramastavarajah1898,r1l14,श्रोतुमिच्छामि तत्सर्वं ब्रूहि मे मुनिसत्तम ।।,1513,133,46
sriramastavarajah1898__01__line_1517234057187_175.png,sriramastavarajah1898__01,sriramastavarajah1898,line_1517234057187_175,वेदव्यास उवाच ।। धर्म्मराज महाभाग,1526,124,33
